region,quarter,year,q,dwelling_type,price_index
Stavanger,2025K1,2025,1,Row houses,138.8
Stavanger,2025K1,2025,1,Multi-dwelling,147.5
Stavanger,2025K2,2025,2,Total,143.8
Stavanger,2025K2,2025,2,Detached houses,141.1
Stavanger,2025K2,2025,2,Row houses,143.8
Stavanger,2025K2,2025,2,Multi-dwelling,150.0
Stavanger,2025K3,2025,3,Total,146.6
Stavanger,2025K3,2025,3,Detached houses,143.7
Stavanger,2025K3,2025,3,Row houses,148.2
Stavanger,2025K3,2025,3,Multi-dwelling,150.8
Stavanger,2025K4,2025,4,Total,147.2
Stavanger,2025K4,2025,4,Detached houses,146.4
Stavanger,2025K4,2025,4,Row houses,145.2
Stavanger,2025K4,2025,4,Multi-dwelling,151.2
Stavanger,2026K1,2026,1,Total,154.2
Stavanger,2026K1,2026,1,Detached houses,149.8
Stavanger,2026K1,2026,1,Row houses,155.6
Stavanger,2026K1,2026,1,Multi-dwelling,161.4
Bergen,2015K1,2015,1,Total,98.2
Bergen,2015K1,2015,1,Detached houses,95.1
Bergen,2015K1,2015,1,Row houses,99.7
Bergen,2015K1,2015,1,Multi-dwelling,100.6
Bergen,2015K2,2015,2,Total,101.9
Bergen,2015K2,2015,2,Detached houses,102.5
Bergen,2015K2,2015,2,Row houses,100.8
Bergen,2015K2,2015,2,Multi-dwelling,102.1
Bergen,2015K3,2015,3,Total,101.5
Bergen,2015K3,2015,3,Detached houses,101.7
Bergen,2015K3,2015,3,Row houses,102.1
Bergen,2015K3,2015,3,Multi-dwelling,100.7
Bergen,2015K4,2015,4,Total,98.4
Bergen,2015K4,2015,4,Detached houses,100.6
Bergen,2015K4,2015,4,Row houses,97.4
Bergen,2015K4,2015,4,Multi-dwelling,96.6
Bergen,2016K1,2016,1,Total,99.2
Bergen,2016K1,2016,1,Detached houses,98.6
Bergen,2016K1,2016,1,Row houses,100.9
Bergen,2016K1,2016,1,Multi-dwelling,98.3
Bergen,2016K2,2016,2,Total,101.6
Bergen,2016K2,2016,2,Detached houses,102.8
Bergen,2016K2,2016,2,Row houses,101.8
Bergen,2016K2,2016,2,Multi-dwelling,100.2
Bergen,2016K3,2016,3,Total,101.2
Bergen,2016K3,2016,3,Detached houses,100.6
Bergen,2016K3,2016,3,Row houses,102.5
Bergen,2016K3,2016,3,Multi-dwelling,100.7
Bergen,2016K4,2016,4,Total,101.5
Bergen,2016K4,2016,4,Detached houses,101.3
Bergen,2016K4,2016,4,Row houses,103.4
Bergen,2016K4,2016,4,Multi-dwelling,100.3
Bergen,2017K1,2017,1,Total,103.7
Bergen,2017K1,2017,1,Detached houses,101.3
Bergen,2017K1,2017,1,Row houses,105.6
Bergen,2017K1,2017,1,Multi-dwelling,104.8
Bergen,2017K2,2017,2,Total,105.7
Bergen,2017K2,2017,2,Detached houses,105.5
Bergen,2017K2,2017,2,Row houses,106.6
Bergen,2017K2,2017,2,Multi-dwelling,105.2
Bergen,2017K3,2017,3,Total,102.5
Bergen,2017K3,2017,3,Detached houses,100.7
Bergen,2017K3,2017,3,Row houses,104.2
Bergen,2017K3,2017,3,Multi-dwelling,102.9
Bergen,2017K4,2017,4,Total,99.4
Bergen,2017K4,2017,4,Detached houses,98.9
Bergen,2017K4,2017,4,Row houses,100.3
Bergen,2017K4,2017,4,Multi-dwelling,99.2
Bergen,2018K1,2018,1,Total,101.7
Bergen,2018K1,2018,1,Detached houses,99.7
Bergen,2018K1,2018,1,Row houses,104.4
Bergen,2018K1,2018,1,Multi-dwelling,101.6
Bergen,2018K2,2018,2,Total,105.5
Bergen,2018K2,2018,2,Detached houses,105.6
Bergen,2018K2,2018,2,Row houses,106.7
Bergen,2018K2,2018,2,Multi-dwelling,104.4
Bergen,2018K3,2018,3,Total,103.4
Bergen,2018K3,2018,3,Detached houses,101.4
Bergen,2018K3,2018,3,Row houses,106.6
Bergen,2018K3,2018,3,Multi-dwelling,102.9
Bergen,2018K4,2018,4,Total,100.9
Bergen,2018K4,2018,4,Detached houses,98.6
Bergen,2018K4,2018,4,Row houses,103.1
Bergen,2018K4,2018,4,Multi-dwelling,101.5
Bergen,2019K1,2019,1,Total,104.3
Bergen,2019K1,2019,1,Detached houses,104.2
Bergen,2019K1,2019,1,Row houses,104.3
Bergen,2019K1,2019,1,Multi-dwelling,104.4
Bergen,2019K2,2019,2,Total,106.7
Bergen,2019K2,2019,2,Detached houses,106.3
Bergen,2019K2,2019,2,Row houses,107.8
Bergen,2019K2,2019,2,Multi-dwelling,106.3
Bergen,2019K3,2019,3,Total,105.7
Bergen,2019K3,2019,3,Detached houses,106.3
Bergen,2019K3,2019,3,Row houses,105.5
Bergen,2019K3,2019,3,Multi-dwelling,105.1
Bergen,2019K4,2019,4,Total,105.1
Bergen,2019K4,2019,4,Detached houses,106.0
Bergen,2019K4,2019,4,Row houses,104.9
Bergen,2019K4,2019,4,Multi-dwelling,104.2
Bergen,2020K1,2020,1,Total,108.1
Bergen,2020K1,2020,1,Detached houses,108.1
Bergen,2020K1,2020,1,Row houses,109.2
Bergen,2020K1,2020,1,Multi-dwelling,107.1
Bergen,2020K2,2020,2,Total,110.5
Bergen,2020K2,2020,2,Detached houses,114.2
Bergen,2020K2,2020,2,Row houses,109.1
Bergen,2020K2,2020,2,Multi-dwelling,107.6
Bergen,2020K3,2020,3,Total,112.5
Bergen,2020K3,2020,3,Detached houses,112.7
Bergen,2020K3,2020,3,Row houses,112.5
Bergen,2020K3,2020,3,Multi-dwelling,112.2
Bergen,2020K4,2020,4,Total,112.9
Bergen,2020K4,2020,4,Detached houses,115.0
Bergen,2020K4,2020,4,Row houses,111.1
Bergen,2020K4,2020,4,Multi-dwelling,112.0
Bergen,2021K1,2021,1,Total,117.5
Bergen,2021K1,2021,1,Detached houses,117.6
Bergen,2021K1,2021,1,Row houses,118.5
Bergen,2021K1,2021,1,Multi-dwelling,116.5
Bergen,2021K2,2021,2,Total,122.4
Bergen,2021K2,2021,2,Detached houses,124.9
Bergen,2021K2,2021,2,Row houses,122.4
Bergen,2021K2,2021,2,Multi-dwelling,119.5
Bergen,2021K3,2021,3,Total,121.5
Bergen,2021K3,2021,3,Detached houses,121.4
Bergen,2021K3,2021,3,Row houses,123.5
Bergen,2021K3,2021,3,Multi-dwelling,119.7
Bergen,2021K4,2021,4,Total,120.0
Bergen,2021K4,2021,4,Detached houses,119.1
Bergen,2021K4,2021,4,Row houses,122.6
Bergen,2021K4,2021,4,Multi-dwelling,118.8
Bergen,2022K1,2022,1,Total,124.9
Bergen,2022K1,2022,1,Detached houses,125.2
Bergen,2022K1,2022,1,Row houses,126.5
Bergen,2022K1,2022,1,Multi-dwelling,123.2
Bergen,2022K2,2022,2,Total,130.0
Bergen,2022K2,2022,2,Detached houses,134.0
Bergen,2022K2,2022,2,Row houses,130.5
Bergen,2022K2,2022,2,Multi-dwelling,125.3
Bergen,2022K3,2022,3,Total,128.1
Bergen,2022K3,2022,3,Detached houses,129.3
Bergen,2022K3,2022,3,Row houses,129.7
Bergen,2022K3,2022,3,Multi-dwelling,125.4
Bergen,2022K4,2022,4,Total,123.3
Bergen,2022K4,2022,4,Detached houses,122.7
Bergen,2022K4,2022,4,Row houses,126.9
Bergen,2022K4,2022,4,Multi-dwelling,120.9
Bergen,2023K1,2023,1,Total,126.8
Bergen,2023K1,2023,1,Detached houses,129.6
Bergen,2023K1,2023,1,Row houses,126.6
Bergen,2023K1,2023,1,Multi-dwelling,123.7
Bergen,2023K2,2023,2,Total,129.7
Bergen,2023K2,2023,2,Detached houses,130.8
Bergen,2023K2,2023,2,Row houses,129.6
Bergen,2023K2,2023,2,Multi-dwelling,128.3
Bergen,2023K3,2023,3,Total,125.3
Bergen,2023K3,2023,3,Detached houses,126.2
Bergen,2023K3,2023,3,Row houses,124.9
Bergen,2023K3,2023,3,Multi-dwelling,124.2
Bergen,2023K4,2023,4,Total,122.0
Bergen,2023K4,2023,4,Detached houses,121.4
Bergen,2023K4,2023,4,Row houses,122.2
Bergen,2023K4,2023,4,Multi-dwelling,122.2
Bergen,2024K1,2024,1,Total,128.6
Bergen,2024K1,2024,1,Detached houses,128.5
Bergen,2024K1,2024,1,Row houses,127.7
Bergen,2024K1,2024,1,Multi-dwelling,129.0
Bergen,2024K2,2024,2,Total,133.1
Bergen,2024K2,2024,2,Detached houses,132.4
Bergen,2024K2,2024,2,Row houses,132.0
Bergen,2024K2,2024,2,Multi-dwelling,134.3
Bergen,2024K3,2024,3,Total,134.4
Bergen,2024K3,2024,3,Detached houses,134.8
Bergen,2024K3,2024,3,Row houses,131.8
Bergen,2024K3,2024,3,Multi-dwelling,135.4
Bergen,2024K4,2024,4,Total,134.6
Bergen,2024K4,2024,4,Detached houses,129.5
Bergen,2024K4,2024,4,Row houses,136.3
Bergen,2024K4,2024,4,Multi-dwelling,138.0
Bergen,2025K1,2025,1,Total,144.3
Bergen,2025K1,2025,1,Detached houses,140.0
Bergen,2025K1,2025,1,Row houses,142.5
Bergen,2025K1,2025,1,Multi-dwelling,149.4
Bergen,2025K2,2025,2,Total,147.7
Bergen,2025K2,2025,2,Detached houses,145.3
Bergen,2025K2,2025,2,Row houses,149.4
Bergen,2025K2,2025,2,Multi-dwelling,148.3
Bergen,2025K3,2025,3,Total,147.9
Bergen,2025K3,2025,3,Detached houses,144.2
Bergen,2025K3,2025,3,Row houses,148.1
Bergen,2025K3,2025,3,Multi-dwelling,151.0
Bergen,2025K4,2025,4,Total,148.9
Bergen,2025K4,2025,4,Detached houses,144.3
Bergen,2025K4,2025,4,Row houses,146.9
Bergen,2025K4,2025,4,Multi-dwelling,154.5
Bergen,2026K1,2026,1,Total,158.5
Bergen,2026K1,2026,1,Detached houses,151.4
Bergen,2026K1,2026,1,Row houses,161.8
Bergen,2026K1,2026,1,Multi-dwelling,162.6
Trondheim,2015K1,2015,1,Total,97.7
Trondheim,2015K1,2015,1,Detached houses,96.0
Trondheim,2015K1,2015,1,Row houses,98.0
Trondheim,2015K1,2015,1,Multi-dwelling,99.2
Trondheim,2015K2,2015,2,Total,101.7
Trondheim,2015K2,2015,2,Detached houses,101.2
Trondheim,2015K2,2015,2,Row houses,102.2
Trondheim,2015K2,2015,2,Multi-dwelling,101.7
Trondheim,2015K3,2015,3,Total,101.3
Trondheim,2015K3,2015,3,Detached houses,103.8
Trondheim,2015K3,2015,3,Row houses,99.9
Trondheim,2015K3,2015,3,Multi-dwelling,99.9
Trondheim,2015K4,2015,4,Total,99.3
Trondheim,2015K4,2015,4,Detached houses,99.0
Trondheim,2015K4,2015,4,Row houses,99.9
Trondheim,2015K4,2015,4,Multi-dwelling,99.3
Trondheim,2016K1,2016,1,Total,104.0
Trondheim,2016K1,2016,1,Detached houses,104.7
Trondheim,2016K1,2016,1,Row houses,104.1
Trondheim,2016K1,2016,1,Multi-dwelling,103.0
Trondheim,2016K2,2016,2,Total,106.4
Trondheim,2016K2,2016,2,Detached houses,108.4
Trondheim,2016K2,2016,2,Row houses,105.1
Trondheim,2016K2,2016,2,Multi-dwelling,105.7
Trondheim,2016K3,2016,3,Total,108.8
Trondheim,2016K3,2016,3,Detached houses,113.1
Trondheim,2016K3,2016,3,Row houses,105.8
Trondheim,2016K3,2016,3,Multi-dwelling,107.0
Trondheim,2016K4,2016,4,Total,108.3
Trondheim,2016K4,2016,4,Detached houses,109.3
Trondheim,2016K4,2016,4,Row houses,110.0
Trondheim,2016K4,2016,4,Multi-dwelling,105.4
Trondheim,2017K1,2017,1,Total,111.7
Trondheim,2017K1,2017,1,Detached houses,110.5
Trondheim,2017K1,2017,1,Row houses,113.7
Trondheim,2017K1,2017,1,Multi-dwelling,110.9
Trondheim,2017K2,2017,2,Total,113.0
Trondheim,2017K2,2017,2,Detached houses,113.5
Trondheim,2017K2,2017,2,Row houses,113.0
Trondheim,2017K2,2017,2,Multi-dwelling,112.3
Trondheim,2017K3,2017,3,Total,110.5
Trondheim,2017K3,2017,3,Detached houses,114.0
Trondheim,2017K3,2017,3,Row houses,108.4
Trondheim,2017K3,2017,3,Multi-dwelling,108.6
Trondheim,2017K4,2017,4,Total,106.8
Trondheim,2017K4,2017,4,Detached houses,108.6
Trondheim,2017K4,2017,4,Row houses,105.7
Trondheim,2017K4,2017,4,Multi-dwelling,105.7
Trondheim,2018K1,2018,1,Total,110.0
Trondheim,2018K1,2018,1,Detached houses,110.0
Trondheim,2018K1,2018,1,Row houses,111.7
Trondheim,2018K1,2018,1,Multi-dwelling,108.0
Trondheim,2018K2,2018,2,Total,113.4
Trondheim,2018K2,2018,2,Detached houses,117.1
Trondheim,2018K2,2018,2,Row houses,111.6
Trondheim,2018K2,2018,2,Multi-dwelling,111.1
Trondheim,2018K3,2018,3,Total,110.2
Trondheim,2018K3,2018,3,Detached houses,110.1
Trondheim,2018K3,2018,3,Row houses,111.6
Trondheim,2018K3,2018,3,Multi-dwelling,108.8
Trondheim,2018K4,2018,4,Total,110.4
Trondheim,2018K4,2018,4,Detached houses,115.4
Trondheim,2018K4,2018,4,Row houses,108.8
Trondheim,2018K4,2018,4,Multi-dwelling,106.5
Trondheim,2019K1,2019,1,Total,111.7
Trondheim,2019K1,2019,1,Detached houses,114.0
Trondheim,2019K1,2019,1,Row houses,111.9
Trondheim,2019K1,2019,1,Multi-dwelling,108.8
Trondheim,2019K2,2019,2,Total,111.1
Trondheim,2019K2,2019,2,Detached houses,110.5
Trondheim,2019K2,2019,2,Row houses,111.5
Trondheim,2019K2,2019,2,Multi-dwelling,111.0
Trondheim,2019K3,2019,3,Total,112.1
Trondheim,2019K3,2019,3,Detached houses,114.6
Trondheim,2019K3,2019,3,Row houses,110.8
Trondheim,2019K3,2019,3,Multi-dwelling,110.4
Trondheim,2019K4,2019,4,Total,110.5
Trondheim,2019K4,2019,4,Detached houses,113.4
Trondheim,2019K4,2019,4,Row houses,108.9
Trondheim,2019K4,2019,4,Multi-dwelling,108.5
Trondheim,2020K1,2020,1,Total,113.3
Trondheim,2020K1,2020,1,Detached houses,114.3
Trondheim,2020K1,2020,1,Row houses,115.0
Trondheim,2020K1,2020,1,Multi-dwelling,110.1
Trondheim,2020K2,2020,2,Total,115.4
Trondheim,2020K2,2020,2,Detached houses,118.2
Trondheim,2020K2,2020,2,Row houses,114.3
Trondheim,2020K2,2020,2,Multi-dwelling,113.2
Trondheim,2020K3,2020,3,Total,115.8
Trondheim,2020K3,2020,3,Detached houses,118.8
Trondheim,2020K3,2020,3,Row houses,114.2
Trondheim,2020K3,2020,3,Multi-dwelling,113.7
Trondheim,2020K4,2020,4,Total,117.6
Trondheim,2020K4,2020,4,Detached houses,119.9
Trondheim,2020K4,2020,4,Row houses,118.7
Trondheim,2020K4,2020,4,Multi-dwelling,113.7
Trondheim,2021K1,2021,1,Total,123.5
Trondheim,2021K1,2021,1,Detached houses,124.3
Trondheim,2021K1,2021,1,Row houses,123.4
Trondheim,2021K1,2021,1,Multi-dwelling,122.2
Trondheim,2021K2,2021,2,Total,128.5
Trondheim,2021K2,2021,2,Detached houses,130.4
Trondheim,2021K2,2021,2,Row houses,130.1
Trondheim,2021K2,2021,2,Multi-dwelling,124.4
Trondheim,2021K3,2021,3,Total,129.6
Trondheim,2021K3,2021,3,Detached houses,132.0
Trondheim,2021K3,2021,3,Row houses,130.1
Trondheim,2021K3,2021,3,Multi-dwelling,126.0
Trondheim,2021K4,2021,4,Total,129.8
Trondheim,2021K4,2021,4,Detached houses,134.8
Trondheim,2021K4,2021,4,Row houses,129.8
Trondheim,2021K4,2021,4,Multi-dwelling,123.9
Trondheim,2022K1,2022,1,Total,137.7
Trondheim,2022K1,2022,1,Detached houses,142.4
Trondheim,2022K1,2022,1,Row houses,138.8
Trondheim,2022K1,2022,1,Multi-dwelling,131.1
Trondheim,2022K2,2022,2,Total,139.7
Trondheim,2022K2,2022,2,Detached houses,146.3
Trondheim,2022K2,2022,2,Row houses,138.2
Trondheim,2022K2,2022,2,Multi-dwelling,133.4
Trondheim,2022K3,2022,3,Total,136.7
Trondheim,2022K3,2022,3,Detached houses,142.9
Trondheim,2022K3,2022,3,Row houses,135.6
Trondheim,2022K3,2022,3,Multi-dwelling,130.5
Trondheim,2022K4,2022,4,Total,131.1
Trondheim,2022K4,2022,4,Detached houses,133.7
Trondheim,2022K4,2022,4,Row houses,133.4
Trondheim,2022K4,2022,4,Multi-dwelling,125.5
Trondheim,2023K1,2023,1,Total,135.5
Trondheim,2023K1,2023,1,Detached houses,139.2
Trondheim,2023K1,2023,1,Row houses,136.7
Trondheim,2023K1,2023,1,Multi-dwelling,129.9
Trondheim,2023K2,2023,2,Total,138.5
Trondheim,2023K2,2023,2,Detached houses,142.6
Trondheim,2023K2,2023,2,Row houses,138.8
Trondheim,2023K2,2023,2,Multi-dwelling,133.2
Trondheim,2023K3,2023,3,Total,135.4
Trondheim,2023K3,2023,3,Detached houses,139.1
Trondheim,2023K3,2023,3,Row houses,135.2
Trondheim,2023K3,2023,3,Multi-dwelling,131.1
Trondheim,2023K4,2023,4,Total,131.4
Trondheim,2023K4,2023,4,Detached houses,133.6
Trondheim,2023K4,2023,4,Row houses,133.0
Trondheim,2023K4,2023,4,Multi-dwelling,126.9
Trondheim,2024K1,2024,1,Total,137.5
Trondheim,2024K1,2024,1,Detached houses,140.4
Trondheim,2024K1,2024,1,Row houses,140.8
Trondheim,2024K1,2024,1,Multi-dwelling,130.7
Trondheim,2024K2,2024,2,Total,138.9
Trondheim,2024K2,2024,2,Detached houses,143.3
Trondheim,2024K2,2024,2,Row houses,137.8
Trondheim,2024K2,2024,2,Multi-dwelling,134.4
Trondheim,2024K3,2024,3,Total,136.7
Trondheim,2024K3,2024,3,Detached houses,138.2
Trondheim,2024K3,2024,3,Row houses,140.3
Trondheim,2024K3,2024,3,Multi-dwelling,131.1
Trondheim,2024K4,2024,4,Total,134.2
Trondheim,2024K4,2024,4,Detached houses,136.4
Trondheim,2024K4,2024,4,Row houses,135.4
Trondheim,2024K4,2024,4,Multi-dwelling,130.0
Trondheim,2025K1,2025,1,Total,140.4
Trondheim,2025K1,2025,1,Detached houses,143.9
Trondheim,2025K1,2025,1,Row houses,140.9
Trondheim,2025K1,2025,1,Multi-dwelling,135.4
Trondheim,2025K2,2025,2,Total,143.3
Trondheim,2025K2,2025,2,Detached houses,147.8
Trondheim,2025K2,2025,2,Row houses,143.6
Trondheim,2025K2,2025,2,Multi-dwelling,137.8
Trondheim,2025K3,2025,3,Total,140.4
Trondheim,2025K3,2025,3,Detached houses,144.9
Trondheim,2025K3,2025,3,Row houses,140.7
Trondheim,2025K3,2025,3,Multi-dwelling,134.7
Trondheim,2025K4,2025,4,Total,140.9
Trondheim,2025K4,2025,4,Detached houses,150.5
Trondheim,2025K4,2025,4,Row houses,140.9
Trondheim,2025K4,2025,4,Multi-dwelling,130.8
Trondheim,2026K1,2026,1,Total,143.0
Trondheim,2026K1,2026,1,Detached houses,144.8
Trondheim,2026K1,2026,1,Row houses,146.2
Trondheim,2026K1,2026,1,Multi-dwelling,136.9
Akershus excluding Bærum,2015K1,2015,1,Total,97.7
Akershus excluding Bærum,2015K1,2015,1,Detached houses,97.5
Akershus excluding Bærum,2015K1,2015,1,Row houses,97.7
Akershus excluding Bærum,2015K1,2015,1,Multi-dwelling,98.6
Akershus excluding Bærum,2015K2,2015,2,Total,100.6
Akershus excluding Bærum,2015K2,2015,2,Detached houses,101.2
Akershus excluding Bærum,2015K2,2015,2,Row houses,99.9
Akershus excluding Bærum,2015K2,2015,2,Multi-dwelling,99.2
Akershus excluding Bærum,2015K3,2015,3,Total,101.4
Akershus excluding Bærum,2015K3,2015,3,Detached houses,101.8
Akershus excluding Bærum,2015K3,2015,3,Row houses,100.4
Akershus excluding Bærum,2015K3,2015,3,Multi-dwelling,101.3
Akershus excluding Bærum,2015K4,2015,4,Total,100.3
Akershus excluding Bærum,2015K4,2015,4,Detached houses,99.5
Akershus excluding Bærum,2015K4,2015,4,Row houses,102.0
Akershus excluding Bærum,2015K4,2015,4,Multi-dwelling,100.9
Akershus excluding Bærum,2016K1,2016,1,Total,105.7
Akershus excluding Bærum,2016K1,2016,1,Detached houses,105.7
Akershus excluding Bærum,2016K1,2016,1,Row houses,106.5
Akershus excluding Bærum,2016K1,2016,1,Multi-dwelling,104.2
Akershus excluding Bærum,2016K2,2016,2,Total,109.3
Akershus excluding Bærum,2016K2,2016,2,Detached houses,109.4
Akershus excluding Bærum,2016K2,2016,2,Row houses,109.7
Akershus excluding Bærum,2016K2,2016,2,Multi-dwelling,108.6
Akershus excluding Bærum,2016K3,2016,3,Total,112.3
Akershus excluding Bærum,2016K3,2016,3,Detached houses,112.1
Akershus excluding Bærum,2016K3,2016,3,Row houses,111.8
Akershus excluding Bærum,2016K3,2016,3,Multi-dwelling,114.3
Akershus excluding Bærum,2016K4,2016,4,Total,114.6
Akershus excluding Bærum,2016K4,2016,4,Detached houses,113.8
Akershus excluding Bærum,2016K4,2016,4,Row houses,115.3
Akershus excluding Bærum,2016K4,2016,4,Multi-dwelling,116.9
Akershus excluding Bærum,2017K1,2017,1,Total,122.6
Akershus excluding Bærum,2017K1,2017,1,Detached houses,121.8
Akershus excluding Bærum,2017K1,2017,1,Row houses,123.4
Akershus excluding Bærum,2017K1,2017,1,Multi-dwelling,124.3
Akershus excluding Bærum,2017K2,2017,2,Total,122.9
Akershus excluding Bærum,2017K2,2017,2,Detached houses,121.7
Akershus excluding Bærum,2017K2,2017,2,Row houses,124.3
Akershus excluding Bærum,2017K2,2017,2,Multi-dwelling,124.9
Akershus excluding Bærum,2017K3,2017,3,Total,120.8
Akershus excluding Bærum,2017K3,2017,3,Detached houses,120.1
Akershus excluding Bærum,2017K3,2017,3,Row houses,122.2
Akershus excluding Bærum,2017K3,2017,3,Multi-dwelling,121.4
Akershus excluding Bærum,2017K4,2017,4,Total,118.1
Akershus excluding Bærum,2017K4,2017,4,Detached houses,117.6
Akershus excluding Bærum,2017K4,2017,4,Row houses,118.9
Akershus excluding Bærum,2017K4,2017,4,Multi-dwelling,118.9
Akershus excluding Bærum,2018K1,2018,1,Total,120.8
Akershus excluding Bærum,2018K1,2018,1,Detached houses,120.2
Akershus excluding Bærum,2018K1,2018,1,Row houses,121.7
Akershus excluding Bærum,2018K1,2018,1,Multi-dwelling,121.3
Akershus excluding Bærum,2018K2,2018,2,Total,124.0
Akershus excluding Bærum,2018K2,2018,2,Detached houses,124.0
Akershus excluding Bærum,2018K2,2018,2,Row houses,124.4
Akershus excluding Bærum,2018K2,2018,2,Multi-dwelling,123.1
Akershus excluding Bærum,2018K3,2018,3,Total,123.3
Akershus excluding Bærum,2018K3,2018,3,Detached houses,123.6
Akershus excluding Bærum,2018K3,2018,3,Row houses,121.9
Akershus excluding Bærum,2018K3,2018,3,Multi-dwelling,124.2
Akershus excluding Bærum,2018K4,2018,4,Total,121.3
Akershus excluding Bærum,2018K4,2018,4,Detached houses,121.0
Akershus excluding Bærum,2018K4,2018,4,Row houses,121.5
Akershus excluding Bærum,2018K4,2018,4,Multi-dwelling,122.3
Akershus excluding Bærum,2019K1,2019,1,Total,123.8
Akershus excluding Bærum,2019K1,2019,1,Detached houses,123.0
Akershus excluding Bærum,2019K1,2019,1,Row houses,124.1
Akershus excluding Bærum,2019K1,2019,1,Multi-dwelling,126.3
Akershus excluding Bærum,2019K2,2019,2,Total,127.0
Akershus excluding Bærum,2019K2,2019,2,Detached houses,127.4
Akershus excluding Bærum,2019K2,2019,2,Row houses,125.6
Akershus excluding Bærum,2019K2,2019,2,Multi-dwelling,127.6
Akershus excluding Bærum,2019K3,2019,3,Total,126.7
Akershus excluding Bærum,2019K3,2019,3,Detached houses,126.5
Akershus excluding Bærum,2019K3,2019,3,Row houses,126.5
Akershus excluding Bærum,2019K3,2019,3,Multi-dwelling,127.7
Akershus excluding Bærum,2019K4,2019,4,Total,124.6
Akershus excluding Bærum,2019K4,2019,4,Detached houses,124.1
Akershus excluding Bærum,2019K4,2019,4,Row houses,124.6
Akershus excluding Bærum,2019K4,2019,4,Multi-dwelling,126.3
Akershus excluding Bærum,2020K1,2020,1,Total,126.4
Akershus excluding Bærum,2020K1,2020,1,Detached houses,125.6
Akershus excluding Bærum,2020K1,2020,1,Row houses,128.0
Akershus excluding Bærum,2020K1,2020,1,Multi-dwelling,126.8
Akershus excluding Bærum,2020K2,2020,2,Total,129.4
Akershus excluding Bærum,2020K2,2020,2,Detached houses,128.5
Akershus excluding Bærum,2020K2,2020,2,Row houses,131.9
Akershus excluding Bærum,2020K2,2020,2,Multi-dwelling,128.5
Akershus excluding Bærum,2020K3,2020,3,Total,131.9
Akershus excluding Bærum,2020K3,2020,3,Detached houses,130.4
Akershus excluding Bærum,2020K3,2020,3,Row houses,135.4
Akershus excluding Bærum,2020K3,2020,3,Multi-dwelling,132.2
Akershus excluding Bærum,2020K4,2020,4,Total,134.3
Akershus excluding Bærum,2020K4,2020,4,Detached houses,134.0
Akershus excluding Bærum,2020K4,2020,4,Row houses,134.4
Akershus excluding Bærum,2020K4,2020,4,Multi-dwelling,134.9
Akershus excluding Bærum,2021K1,2021,1,Total,141.6
Akershus excluding Bærum,2021K1,2021,1,Detached houses,141.6
Akershus excluding Bærum,2021K1,2021,1,Row houses,142.5
Akershus excluding Bærum,2021K1,2021,1,Multi-dwelling,139.9
Akershus excluding Bærum,2021K2,2021,2,Total,148.5
Akershus excluding Bærum,2021K2,2021,2,Detached houses,151.2
Akershus excluding Bærum,2021K2,2021,2,Row houses,146.0
Akershus excluding Bærum,2021K2,2021,2,Multi-dwelling,141.9
Akershus excluding Bærum,2021K3,2021,3,Total,148.9
Akershus excluding Bærum,2021K3,2021,3,Detached houses,150.4
Akershus excluding Bærum,2021K3,2021,3,Row houses,148.8
Akershus excluding Bærum,2021K3,2021,3,Multi-dwelling,142.9
Akershus excluding Bærum,2021K4,2021,4,Total,144.2
Akershus excluding Bærum,2021K4,2021,4,Detached houses,144.3
Akershus excluding Bærum,2021K4,2021,4,Row houses,144.1
Akershus excluding Bærum,2021K4,2021,4,Multi-dwelling,143.8
Akershus excluding Bærum,2022K1,2022,1,Total,150.2
Akershus excluding Bærum,2022K1,2022,1,Detached houses,149.2
Akershus excluding Bærum,2022K1,2022,1,Row houses,153.3
Akershus excluding Bærum,2022K1,2022,1,Multi-dwelling,148.8
Akershus excluding Bærum,2022K2,2022,2,Total,154.3
Akershus excluding Bærum,2022K2,2022,2,Detached houses,154.6
Akershus excluding Bærum,2022K2,2022,2,Row houses,156.7
Akershus excluding Bærum,2022K2,2022,2,Multi-dwelling,149.0
Akershus excluding Bærum,2022K3,2022,3,Total,150.1
Akershus excluding Bærum,2022K3,2022,3,Detached houses,149.3
Akershus excluding Bærum,2022K3,2022,3,Row houses,152.1
Akershus excluding Bærum,2022K3,2022,3,Multi-dwelling,150.1
Akershus excluding Bærum,2022K4,2022,4,Total,144.5
Akershus excluding Bærum,2022K4,2022,4,Detached houses,143.2
Akershus excluding Bærum,2022K4,2022,4,Row houses,146.1
Akershus excluding Bærum,2022K4,2022,4,Multi-dwelling,146.8
Akershus excluding Bærum,2023K1,2023,1,Total,147.0
Akershus excluding Bærum,2023K1,2023,1,Detached houses,144.7
Akershus excluding Bærum,2023K1,2023,1,Row houses,151.7
Akershus excluding Bærum,2023K1,2023,1,Multi-dwelling,148.6
Akershus excluding Bærum,2023K2,2023,2,Total,151.6
Akershus excluding Bærum,2023K2,2023,2,Detached houses,151.3
Akershus excluding Bærum,2023K2,2023,2,Row houses,151.0
Akershus excluding Bærum,2023K2,2023,2,Multi-dwelling,153.4
Akershus excluding Bærum,2023K3,2023,3,Total,146.9
Akershus excluding Bærum,2023K3,2023,3,Detached houses,144.8
Akershus excluding Bærum,2023K3,2023,3,Row houses,150.2
