region,quarter,year,q,dwelling_type,price_index
Møre og Romsdal and Vestland excluding Bergen,2023K1,2023,1,Row houses,134.6
Møre og Romsdal and Vestland excluding Bergen,2023K1,2023,1,Multi-dwelling,127.1
Møre og Romsdal and Vestland excluding Bergen,2023K2,2023,2,Total,132.7
Møre og Romsdal and Vestland excluding Bergen,2023K2,2023,2,Detached houses,131.6
Møre og Romsdal and Vestland excluding Bergen,2023K2,2023,2,Row houses,135.3
Møre og Romsdal and Vestland excluding Bergen,2023K2,2023,2,Multi-dwelling,133.6
Møre og Romsdal and Vestland excluding Bergen,2023K3,2023,3,Total,129.9
Møre og Romsdal and Vestland excluding Bergen,2023K3,2023,3,Detached houses,128.2
Møre og Romsdal and Vestland excluding Bergen,2023K3,2023,3,Row houses,133.7
Møre og Romsdal and Vestland excluding Bergen,2023K3,2023,3,Multi-dwelling,133.1
Møre og Romsdal and Vestland excluding Bergen,2023K4,2023,4,Total,123.4
Møre og Romsdal and Vestland excluding Bergen,2023K4,2023,4,Detached houses,120.3
Møre og Romsdal and Vestland excluding Bergen,2023K4,2023,4,Row houses,130.9
Møre og Romsdal and Vestland excluding Bergen,2023K4,2023,4,Multi-dwelling,129.7
Møre og Romsdal and Vestland excluding Bergen,2024K1,2024,1,Total,129.4
Møre og Romsdal and Vestland excluding Bergen,2024K1,2024,1,Detached houses,126.3
Møre og Romsdal and Vestland excluding Bergen,2024K1,2024,1,Row houses,138.3
Møre og Romsdal and Vestland excluding Bergen,2024K1,2024,1,Multi-dwelling,132.1
Møre og Romsdal and Vestland excluding Bergen,2024K2,2024,2,Total,133.8
Møre og Romsdal and Vestland excluding Bergen,2024K2,2024,2,Detached houses,132.0
Møre og Romsdal and Vestland excluding Bergen,2024K2,2024,2,Row houses,138.2
Møre og Romsdal and Vestland excluding Bergen,2024K2,2024,2,Multi-dwelling,136.5
Møre og Romsdal and Vestland excluding Bergen,2024K3,2024,3,Total,134.5
Møre og Romsdal and Vestland excluding Bergen,2024K3,2024,3,Detached houses,131.8
Møre og Romsdal and Vestland excluding Bergen,2024K3,2024,3,Row houses,142.0
Møre og Romsdal and Vestland excluding Bergen,2024K3,2024,3,Multi-dwelling,137.7
Møre og Romsdal and Vestland excluding Bergen,2024K4,2024,4,Total,133.3
Møre og Romsdal and Vestland excluding Bergen,2024K4,2024,4,Detached houses,130.9
Møre og Romsdal and Vestland excluding Bergen,2024K4,2024,4,Row houses,139.4
Møre og Romsdal and Vestland excluding Bergen,2024K4,2024,4,Multi-dwelling,137.5
Møre og Romsdal and Vestland excluding Bergen,2025K1,2025,1,Total,137.1
Møre og Romsdal and Vestland excluding Bergen,2025K1,2025,1,Detached houses,135.0
Møre og Romsdal and Vestland excluding Bergen,2025K1,2025,1,Row houses,142.4
Møre og Romsdal and Vestland excluding Bergen,2025K1,2025,1,Multi-dwelling,140.9
Møre og Romsdal and Vestland excluding Bergen,2025K2,2025,2,Total,140.7
Møre og Romsdal and Vestland excluding Bergen,2025K2,2025,2,Detached houses,138.0
Møre og Romsdal and Vestland excluding Bergen,2025K2,2025,2,Row houses,147.7
Møre og Romsdal and Vestland excluding Bergen,2025K2,2025,2,Multi-dwelling,144.2
Møre og Romsdal and Vestland excluding Bergen,2025K3,2025,3,Total,141.5
Møre og Romsdal and Vestland excluding Bergen,2025K3,2025,3,Detached houses,139.3
Møre og Romsdal and Vestland excluding Bergen,2025K3,2025,3,Row houses,146.9
Møre og Romsdal and Vestland excluding Bergen,2025K3,2025,3,Multi-dwelling,145.7
Møre og Romsdal and Vestland excluding Bergen,2025K4,2025,4,Total,140.3
Møre og Romsdal and Vestland excluding Bergen,2025K4,2025,4,Detached houses,137.8
Møre og Romsdal and Vestland excluding Bergen,2025K4,2025,4,Row houses,146.1
Møre og Romsdal and Vestland excluding Bergen,2025K4,2025,4,Multi-dwelling,145.5
Møre og Romsdal and Vestland excluding Bergen,2026K1,2026,1,Total,146.3
Møre og Romsdal and Vestland excluding Bergen,2026K1,2026,1,Detached houses,144.1
Møre og Romsdal and Vestland excluding Bergen,2026K1,2026,1,Row houses,151.4
Møre og Romsdal and Vestland excluding Bergen,2026K1,2026,1,Multi-dwelling,150.5
Trøndelag exluding Trondheim,2015K1,2015,1,Total,96.6
Trøndelag exluding Trondheim,2015K1,2015,1,Detached houses,96.2
Trøndelag exluding Trondheim,2015K1,2015,1,Multi-dwelling,100.8
Trøndelag exluding Trondheim,2015K2,2015,2,Total,103.4
Trøndelag exluding Trondheim,2015K2,2015,2,Detached houses,102.9
Trøndelag exluding Trondheim,2015K2,2015,2,Multi-dwelling,98.1
Trøndelag exluding Trondheim,2015K3,2015,3,Total,101.3
Trøndelag exluding Trondheim,2015K3,2015,3,Detached houses,100.6
Trøndelag exluding Trondheim,2015K3,2015,3,Multi-dwelling,102.7
Trøndelag exluding Trondheim,2015K4,2015,4,Total,98.7
Trøndelag exluding Trondheim,2015K4,2015,4,Detached houses,100.3
Trøndelag exluding Trondheim,2015K4,2015,4,Multi-dwelling,98.3
Trøndelag exluding Trondheim,2016K1,2016,1,Total,102.6
Trøndelag exluding Trondheim,2016K1,2016,1,Detached houses,102.3
Trøndelag exluding Trondheim,2016K1,2016,1,Multi-dwelling,103.1
Trøndelag exluding Trondheim,2016K2,2016,2,Total,107.8
Trøndelag exluding Trondheim,2016K2,2016,2,Detached houses,107.9
Trøndelag exluding Trondheim,2016K2,2016,2,Multi-dwelling,105.1
Trøndelag exluding Trondheim,2016K3,2016,3,Total,106.2
Trøndelag exluding Trondheim,2016K3,2016,3,Detached houses,106.5
Trøndelag exluding Trondheim,2016K3,2016,3,Multi-dwelling,105.6
Trøndelag exluding Trondheim,2016K4,2016,4,Total,104.5
Trøndelag exluding Trondheim,2016K4,2016,4,Detached houses,103.6
Trøndelag exluding Trondheim,2016K4,2016,4,Multi-dwelling,107.9
Trøndelag exluding Trondheim,2017K1,2017,1,Total,106.6
Trøndelag exluding Trondheim,2017K1,2017,1,Detached houses,104.4
Trøndelag exluding Trondheim,2017K1,2017,1,Multi-dwelling,110.3
Trøndelag exluding Trondheim,2017K2,2017,2,Total,109.8
Trøndelag exluding Trondheim,2017K2,2017,2,Detached houses,109.7
Trøndelag exluding Trondheim,2017K2,2017,2,Multi-dwelling,105.4
Trøndelag exluding Trondheim,2017K3,2017,3,Total,107.9
Trøndelag exluding Trondheim,2017K3,2017,3,Detached houses,106.5
Trøndelag exluding Trondheim,2017K3,2017,3,Multi-dwelling,107.7
Trøndelag exluding Trondheim,2017K4,2017,4,Total,110.6
Trøndelag exluding Trondheim,2017K4,2017,4,Detached houses,110.3
Trøndelag exluding Trondheim,2017K4,2017,4,Multi-dwelling,109.8
Trøndelag exluding Trondheim,2018K1,2018,1,Total,106.4
Trøndelag exluding Trondheim,2018K1,2018,1,Detached houses,105.3
Trøndelag exluding Trondheim,2018K1,2018,1,Multi-dwelling,111.6
Trøndelag exluding Trondheim,2018K2,2018,2,Total,111.3
Trøndelag exluding Trondheim,2018K2,2018,2,Detached houses,109.6
Trøndelag exluding Trondheim,2018K2,2018,2,Multi-dwelling,113.3
Trøndelag exluding Trondheim,2018K3,2018,3,Total,110.4
Trøndelag exluding Trondheim,2018K3,2018,3,Detached houses,110.7
Trøndelag exluding Trondheim,2018K3,2018,3,Multi-dwelling,108.9
Trøndelag exluding Trondheim,2018K4,2018,4,Total,106.9
Trøndelag exluding Trondheim,2018K4,2018,4,Detached houses,104.3
Trøndelag exluding Trondheim,2018K4,2018,4,Multi-dwelling,109.9
Trøndelag exluding Trondheim,2019K1,2019,1,Total,106.4
Trøndelag exluding Trondheim,2019K1,2019,1,Detached houses,106.2
Trøndelag exluding Trondheim,2019K1,2019,1,Multi-dwelling,111.5
Trøndelag exluding Trondheim,2019K2,2019,2,Total,113.0
Trøndelag exluding Trondheim,2019K2,2019,2,Detached houses,111.6
Trøndelag exluding Trondheim,2019K2,2019,2,Multi-dwelling,114.8
Trøndelag exluding Trondheim,2019K3,2019,3,Total,111.1
Trøndelag exluding Trondheim,2019K3,2019,3,Detached houses,109.0
Trøndelag exluding Trondheim,2019K3,2019,3,Multi-dwelling,120.3
Trøndelag exluding Trondheim,2019K4,2019,4,Total,107.2
Trøndelag exluding Trondheim,2019K4,2019,4,Detached houses,105.0
Trøndelag exluding Trondheim,2019K4,2019,4,Multi-dwelling,114.6
Trøndelag exluding Trondheim,2020K1,2020,1,Total,110.1
Trøndelag exluding Trondheim,2020K1,2020,1,Detached houses,107.8
Trøndelag exluding Trondheim,2020K1,2020,1,Multi-dwelling,114.0
Trøndelag exluding Trondheim,2020K2,2020,2,Total,112.2
Trøndelag exluding Trondheim,2020K2,2020,2,Detached houses,110.9
Trøndelag exluding Trondheim,2020K2,2020,2,Multi-dwelling,118.5
Trøndelag exluding Trondheim,2020K3,2020,3,Total,116.0
Trøndelag exluding Trondheim,2020K3,2020,3,Detached houses,114.1
Trøndelag exluding Trondheim,2020K3,2020,3,Multi-dwelling,120.1
Trøndelag exluding Trondheim,2020K4,2020,4,Total,116.6
Trøndelag exluding Trondheim,2020K4,2020,4,Detached houses,115.7
Trøndelag exluding Trondheim,2020K4,2020,4,Multi-dwelling,119.5
Trøndelag exluding Trondheim,2021K1,2021,1,Total,119.3
Trøndelag exluding Trondheim,2021K1,2021,1,Detached houses,115.7
Trøndelag exluding Trondheim,2021K1,2021,1,Multi-dwelling,124.4
Trøndelag exluding Trondheim,2021K2,2021,2,Total,124.4
Trøndelag exluding Trondheim,2021K2,2021,2,Detached houses,123.4
Trøndelag exluding Trondheim,2021K2,2021,2,Multi-dwelling,125.5
Trøndelag exluding Trondheim,2021K3,2021,3,Total,126.2
Trøndelag exluding Trondheim,2021K3,2021,3,Detached houses,124.8
Trøndelag exluding Trondheim,2021K3,2021,3,Multi-dwelling,126.1
Trøndelag exluding Trondheim,2021K4,2021,4,Total,128.1
Trøndelag exluding Trondheim,2021K4,2021,4,Detached houses,126.8
Trøndelag exluding Trondheim,2021K4,2021,4,Multi-dwelling,134.8
Trøndelag exluding Trondheim,2022K1,2022,1,Total,128.7
Trøndelag exluding Trondheim,2022K1,2022,1,Detached houses,127.1
Trøndelag exluding Trondheim,2022K1,2022,1,Multi-dwelling,133.8
Trøndelag exluding Trondheim,2022K2,2022,2,Total,136.2
Trøndelag exluding Trondheim,2022K2,2022,2,Detached houses,135.1
Trøndelag exluding Trondheim,2022K2,2022,2,Multi-dwelling,137.0
Trøndelag exluding Trondheim,2022K3,2022,3,Total,131.5
Trøndelag exluding Trondheim,2022K3,2022,3,Detached houses,129.7
Trøndelag exluding Trondheim,2022K3,2022,3,Multi-dwelling,141.9
Trøndelag exluding Trondheim,2022K4,2022,4,Total,129.6
Trøndelag exluding Trondheim,2022K4,2022,4,Detached houses,130.4
Trøndelag exluding Trondheim,2022K4,2022,4,Multi-dwelling,140.3
Trøndelag exluding Trondheim,2023K1,2023,1,Total,129.2
Trøndelag exluding Trondheim,2023K1,2023,1,Detached houses,127.5
Trøndelag exluding Trondheim,2023K1,2023,1,Multi-dwelling,140.2
Trøndelag exluding Trondheim,2023K2,2023,2,Total,139.1
Trøndelag exluding Trondheim,2023K2,2023,2,Detached houses,137.2
Trøndelag exluding Trondheim,2023K2,2023,2,Multi-dwelling,139.0
Trøndelag exluding Trondheim,2023K3,2023,3,Total,133.1
Trøndelag exluding Trondheim,2023K3,2023,3,Detached houses,130.2
Trøndelag exluding Trondheim,2023K3,2023,3,Multi-dwelling,137.1
Trøndelag exluding Trondheim,2023K4,2023,4,Total,130.1
Trøndelag exluding Trondheim,2023K4,2023,4,Detached houses,127.9
Trøndelag exluding Trondheim,2023K4,2023,4,Multi-dwelling,140.1
Trøndelag exluding Trondheim,2024K1,2024,1,Total,133.2
Trøndelag exluding Trondheim,2024K1,2024,1,Detached houses,131.1
Trøndelag exluding Trondheim,2024K1,2024,1,Multi-dwelling,142.3
Trøndelag exluding Trondheim,2024K2,2024,2,Total,138.0
Trøndelag exluding Trondheim,2024K2,2024,2,Detached houses,135.3
Trøndelag exluding Trondheim,2024K2,2024,2,Multi-dwelling,143.5
Trøndelag exluding Trondheim,2024K3,2024,3,Total,136.8
Trøndelag exluding Trondheim,2024K3,2024,3,Detached houses,135.2
Trøndelag exluding Trondheim,2024K3,2024,3,Multi-dwelling,140.6
Trøndelag exluding Trondheim,2024K4,2024,4,Total,131.2
Trøndelag exluding Trondheim,2024K4,2024,4,Detached houses,127.9
Trøndelag exluding Trondheim,2024K4,2024,4,Multi-dwelling,144.3
Trøndelag exluding Trondheim,2025K1,2025,1,Total,133.6
Trøndelag exluding Trondheim,2025K1,2025,1,Detached houses,129.6
Trøndelag exluding Trondheim,2025K1,2025,1,Multi-dwelling,145.3
Trøndelag exluding Trondheim,2025K2,2025,2,Total,141.6
Trøndelag exluding Trondheim,2025K2,2025,2,Detached houses,139.0
Trøndelag exluding Trondheim,2025K2,2025,2,Multi-dwelling,143.9
Trøndelag exluding Trondheim,2025K3,2025,3,Total,139.1
Trøndelag exluding Trondheim,2025K3,2025,3,Detached houses,134.9
Trøndelag exluding Trondheim,2025K3,2025,3,Multi-dwelling,147.0
Trøndelag exluding Trondheim,2025K4,2025,4,Total,133.1
Trøndelag exluding Trondheim,2025K4,2025,4,Detached houses,129.9
Trøndelag exluding Trondheim,2025K4,2025,4,Multi-dwelling,145.6
Trøndelag exluding Trondheim,2026K1,2026,1,Total,138.1
Trøndelag exluding Trondheim,2026K1,2026,1,Detached houses,134.0
Trøndelag exluding Trondheim,2026K1,2026,1,Multi-dwelling,152.4
Nord-Norge,2015K1,2015,1,Total,98.9
Nord-Norge,2015K1,2015,1,Detached houses,98.6
Nord-Norge,2015K1,2015,1,Multi-dwelling,98.4
Nord-Norge,2015K2,2015,2,Total,102.2
Nord-Norge,2015K2,2015,2,Detached houses,103.0
Nord-Norge,2015K2,2015,2,Multi-dwelling,101.6
Nord-Norge,2015K3,2015,3,Total,100.8
Nord-Norge,2015K3,2015,3,Detached houses,99.7
Nord-Norge,2015K3,2015,3,Multi-dwelling,100.7
Nord-Norge,2015K4,2015,4,Total,98.1
Nord-Norge,2015K4,2015,4,Detached houses,98.6
Nord-Norge,2015K4,2015,4,Multi-dwelling,99.3
Nord-Norge,2016K1,2016,1,Total,104.1
Nord-Norge,2016K1,2016,1,Detached houses,104.3
Nord-Norge,2016K1,2016,1,Multi-dwelling,103.4
Nord-Norge,2016K2,2016,2,Total,110.8
Nord-Norge,2016K2,2016,2,Detached houses,112.6
Nord-Norge,2016K2,2016,2,Multi-dwelling,106.4
Nord-Norge,2016K3,2016,3,Total,108.6
Nord-Norge,2016K3,2016,3,Detached houses,107.0
Nord-Norge,2016K3,2016,3,Multi-dwelling,106.5
Nord-Norge,2016K4,2016,4,Total,109.6
Nord-Norge,2016K4,2016,4,Detached houses,111.4
Nord-Norge,2016K4,2016,4,Multi-dwelling,107.2
Nord-Norge,2017K1,2017,1,Total,111.8
Nord-Norge,2017K1,2017,1,Detached houses,112.0
Nord-Norge,2017K1,2017,1,Multi-dwelling,113.0
Nord-Norge,2017K2,2017,2,Total,115.8
Nord-Norge,2017K2,2017,2,Detached houses,117.7
Nord-Norge,2017K2,2017,2,Multi-dwelling,112.4
Nord-Norge,2017K3,2017,3,Total,113.1
Nord-Norge,2017K3,2017,3,Detached houses,113.5
Nord-Norge,2017K3,2017,3,Multi-dwelling,112.2
Nord-Norge,2017K4,2017,4,Total,110.7
Nord-Norge,2017K4,2017,4,Detached houses,111.4
Nord-Norge,2017K4,2017,4,Multi-dwelling,110.6
Nord-Norge,2018K1,2018,1,Total,112.9
Nord-Norge,2018K1,2018,1,Detached houses,114.2
Nord-Norge,2018K1,2018,1,Multi-dwelling,113.1
Nord-Norge,2018K2,2018,2,Total,117.0
Nord-Norge,2018K2,2018,2,Detached houses,118.1
Nord-Norge,2018K2,2018,2,Multi-dwelling,115.4
Nord-Norge,2018K3,2018,3,Total,117.1
Nord-Norge,2018K3,2018,3,Detached houses,117.5
Nord-Norge,2018K3,2018,3,Multi-dwelling,117.3
Nord-Norge,2018K4,2018,4,Total,113.5
Nord-Norge,2018K4,2018,4,Detached houses,113.5
Nord-Norge,2018K4,2018,4,Multi-dwelling,115.9
Nord-Norge,2019K1,2019,1,Total,119.4
Nord-Norge,2019K1,2019,1,Detached houses,120.4
Nord-Norge,2019K1,2019,1,Multi-dwelling,118.2
Nord-Norge,2019K2,2019,2,Total,120.6
Nord-Norge,2019K2,2019,2,Detached houses,121.8
Nord-Norge,2019K2,2019,2,Multi-dwelling,120.6
Nord-Norge,2019K3,2019,3,Total,118.7
Nord-Norge,2019K3,2019,3,Detached houses,121.1
Nord-Norge,2019K3,2019,3,Multi-dwelling,118.3
Nord-Norge,2019K4,2019,4,Total,116.0
Nord-Norge,2019K4,2019,4,Detached houses,116.8
Nord-Norge,2019K4,2019,4,Multi-dwelling,119.1
Nord-Norge,2020K1,2020,1,Total,119.0
Nord-Norge,2020K1,2020,1,Detached houses,119.0
Nord-Norge,2020K1,2020,1,Multi-dwelling,120.0
Nord-Norge,2020K2,2020,2,Total,123.0
Nord-Norge,2020K2,2020,2,Detached houses,124.4
Nord-Norge,2020K2,2020,2,Multi-dwelling,122.6
Nord-Norge,2020K3,2020,3,Total,126.7
Nord-Norge,2020K3,2020,3,Detached houses,126.4
Nord-Norge,2020K3,2020,3,Multi-dwelling,126.0
Nord-Norge,2020K4,2020,4,Total,120.6
Nord-Norge,2020K4,2020,4,Detached houses,119.2
Nord-Norge,2020K4,2020,4,Multi-dwelling,125.8
Nord-Norge,2021K1,2021,1,Total,130.2
Nord-Norge,2021K1,2021,1,Detached houses,130.2
Nord-Norge,2021K1,2021,1,Multi-dwelling,130.7
Nord-Norge,2021K2,2021,2,Total,137.1
Nord-Norge,2021K2,2021,2,Detached houses,138.4
Nord-Norge,2021K2,2021,2,Multi-dwelling,134.0
Nord-Norge,2021K3,2021,3,Total,135.6
Nord-Norge,2021K3,2021,3,Detached houses,135.1
Nord-Norge,2021K3,2021,3,Multi-dwelling,136.1
Nord-Norge,2021K4,2021,4,Total,134.9
Nord-Norge,2021K4,2021,4,Detached houses,136.0
Nord-Norge,2021K4,2021,4,Multi-dwelling,134.5
Nord-Norge,2022K1,2022,1,Total,141.3
Nord-Norge,2022K1,2022,1,Detached houses,140.8
Nord-Norge,2022K1,2022,1,Multi-dwelling,142.1
Nord-Norge,2022K2,2022,2,Total,147.3
Nord-Norge,2022K2,2022,2,Detached houses,149.5
Nord-Norge,2022K2,2022,2,Multi-dwelling,141.9
Nord-Norge,2022K3,2022,3,Total,143.1
Nord-Norge,2022K3,2022,3,Detached houses,143.9
Nord-Norge,2022K3,2022,3,Multi-dwelling,142.9
Nord-Norge,2022K4,2022,4,Total,138.4
Nord-Norge,2022K4,2022,4,Detached houses,140.3
Nord-Norge,2022K4,2022,4,Multi-dwelling,139.6
Nord-Norge,2023K1,2023,1,Total,141.6
Nord-Norge,2023K1,2023,1,Detached houses,142.5
Nord-Norge,2023K1,2023,1,Multi-dwelling,141.1
Nord-Norge,2023K2,2023,2,Total,146.5
Nord-Norge,2023K2,2023,2,Detached houses,150.4
Nord-Norge,2023K2,2023,2,Multi-dwelling,143.1
Nord-Norge,2023K3,2023,3,Total,141.5
Nord-Norge,2023K3,2023,3,Detached houses,141.7
Nord-Norge,2023K3,2023,3,Multi-dwelling,140.9
Nord-Norge,2023K4,2023,4,Total,132.0
Nord-Norge,2023K4,2023,4,Detached houses,133.0
Nord-Norge,2023K4,2023,4,Multi-dwelling,134.6
Nord-Norge,2024K1,2024,1,Total,138.2
Nord-Norge,2024K1,2024,1,Detached houses,140.1
Nord-Norge,2024K1,2024,1,Multi-dwelling,139.3
Nord-Norge,2024K2,2024,2,Total,147.4
Nord-Norge,2024K2,2024,2,Detached houses,150.5
Nord-Norge,2024K2,2024,2,Multi-dwelling,143.2
Nord-Norge,2024K3,2024,3,Total,143.5
Nord-Norge,2024K3,2024,3,Detached houses,145.7
Nord-Norge,2024K3,2024,3,Multi-dwelling,142.5
Nord-Norge,2024K4,2024,4,Total,138.8
Nord-Norge,2024K4,2024,4,Detached houses,137.0
Nord-Norge,2024K4,2024,4,Multi-dwelling,143.2
Nord-Norge,2025K1,2025,1,Total,146.4
Nord-Norge,2025K1,2025,1,Detached houses,145.6
Nord-Norge,2025K1,2025,1,Multi-dwelling,149.7
Nord-Norge,2025K2,2025,2,Total,152.8
Nord-Norge,2025K2,2025,2,Detached houses,153.8
Nord-Norge,2025K2,2025,2,Multi-dwelling,153.6
Nord-Norge,2025K3,2025,3,Total,151.3
Nord-Norge,2025K3,2025,3,Detached houses,152.9
Nord-Norge,2025K3,2025,3,Multi-dwelling,154.1
Nord-Norge,2025K4,2025,4,Total,149.1
Nord-Norge,2025K4,2025,4,Detached houses,147.3
Nord-Norge,2025K4,2025,4,Multi-dwelling,154.4
Nord-Norge,2026K1,2026,1,Total,154.9
Nord-Norge,2026K1,2026,1,Detached houses,154.4
Nord-Norge,2026K1,2026,1,Multi-dwelling,162.3
